人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
35,太宰 治,52345,先生三人,旧字旧仮名,,小林繁雄,阿部哲也,公開,2011-12-17,太宰治全集11,筑摩書房,1999（平成11）年3月25日初版第1刷,2001（平成13）年11月10日初版第2刷
189,武田 麟太郎,962,大凶の籤,新字旧仮名,,山根鋭二,伊藤時也,公開,1999-10-19,現代文学大系　44　武田麟太郎・島木健作・織田作之助集,筑摩書房,,
237,大町 桂月,48354,新武蔵野の桜,旧字旧仮名,,Ｈ．ＹＡＭ,小林繁雄、門田裕志,公開,2008-09-18,桂月全集　第二卷　紀行一,興文社内桂月全集刊行會,1922（大正11）年7月9日,1926（大正15）年2月27日第2版
908,坂本 竜馬,51786,手紙 051 慶応三年一月二十二日　坂本乙女あて,新字旧仮名,,Yanajin33,Hanren,公開,2010-09-04,龍馬の手紙、宮地佐一郎,講談社学術文庫、講談社,2008（平成20）年9月19日第7刷,2008（平成20）年9月19日第7刷
1154,岸田 国士,44505,言葉の魅力［第一稿］,新字旧仮名,,tatsuki,門田裕志,公開,2009-10-29,岸田國士全集22,岩波書店,1990（平成2）年10月8日,1990（平成2）年10月8日
42,寺田 寅彦,2478,銀座アルプス,新字新仮名,,（株）モモ,かとうかおり,公開,2003-05-17,寺田寅彦随筆集　第四巻,岩波文庫、岩波書店,1995（平成7）年7月15日第63刷,1997（平成9）年6月13日第65刷
1095,坂口 安吾,42947,梟雄,新字新仮名,,tatsuki,藤原朔也,公開,2008-05-31,坂口安吾全集　14,筑摩書房,1999（平成11）年6月20日初版第1刷,1999（平成11）年6月20日初版第1刷
1670,野村 胡堂,54720,銭形平次捕物控 133 井戸の茶碗,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2016-10-11,錢形平次捕物全集第二十五卷　火の呪ひ,同光社,1954（昭和29）年5月10日,1954（昭和29）年5月10日
1154,岸田 国士,44644,演出者として,新字旧仮名,,tatsuki,門田裕志,公開,2010-02-14,岸田國士全集24,岩波書店,1991（平成3）年3月8日,1991（平成3）年3月8日
1670,野村 胡堂,57205,銭形平次捕物控 236 夕立の女,新字新仮名,,特定非営利活動法人はるかぜ,結城宏,公開,2017-06-23,銭形平次捕物控　鬼の面,毎日新聞社,1999（平成11）年3月10日,1999（平成11）年3月10日
162,若山 牧水,4393,一家,旧字旧仮名,,林幸雄,今井忠夫,公開,2004-02-18,若山牧水全集　第九卷,雄鶏社,1958（昭和33）年12月30日,1958（昭和33）年12月30日
908,坂本 竜馬,51925,手紙 076 慶応三年五月二十八日　伊藤助太夫あて,新字旧仮名,,Yanajin33,Hanren,公開,2010-09-14,龍馬の手紙、宮地佐一郎,講談社学術文庫、講談社,2008（平成20）年9月19日第7刷,2008（平成20）年9月19日第7刷
1248,佐藤 垢石,46735,泡盛物語,新字新仮名,,門田裕志,松永正敏,公開,2007-01-15,『たぬき汁』以後,つり人ノベルズ、つり人社,1993（平成5）年8月20日第1刷,1993（平成5）年8月20日第1刷
879,芥川 竜之介,51215,上海游記,新字新仮名,,門田裕志,岡山勝美,公開,2015-05-24,上海游記・江南游記,講談社文芸文庫、講談社,2001（平成13）年10月10日第1刷,2001（平成13）年10月10日第1刷
1471,今野 大力,55554,天の海,新字新仮名,,坂本真一,雪森,公開,2015-01-10,今野大力作品集,新日本出版社,1995（平成7）年6月30日初版,1995（平成7）年6月30日初版
1879,大隈 重信,58114,文明史の教訓,新字新仮名,,フクポー,門田裕志,公開,2018-06-26,大隈重信演説談話集,岩波文庫、岩波書店,2016（平成28）年3月16日第1刷,2016（平成28）年3月16日第1刷
67,萩原 朔太郎,53649,祈祷 ――敍情小曲――,旧字旧仮名,,kompass,小林繁雄,公開,2011-08-31,萩原朔太郎全集　第三卷,筑摩書房,1986（昭和61）年12月10日補訂版1刷,1986（昭和61）年12月10日補訂版1刷
837,山路 愛山,43490,詩人論,新字旧仮名,,kamille,鈴木厚司,公開,2006-08-13,現代日本文學大系　6　北村透谷・山路愛山集,筑摩書房,1985（昭和60）年11月10日初版第15刷,1988（昭和63）年7月25日初版第15刷
329,楠山 正雄,18390,物のいわれ,新字新仮名,,鈴木厚司,大久保ゆう,公開,2003-10-31,日本の諸国物語,講談社学術文庫、講談社,1983（昭和58）年4月10日第1刷,1983（昭和58）年4月10日第1刷
40,織田 作之助,47053,雪の夜,新字新仮名,,桃沢まり,小林繁雄,公開,2008-08-30,定本織田作之助全集　第二巻,文泉堂出版,1995（平成7）年3月20日第3版,1995（平成7）年3月20日第3版
933,折口 信夫,46330,まじなひの一方面,新字旧仮名,,門田裕志,仙酔ゑびす,公開,2007-05-01,折口信夫全集　3,中央公論社,1995（平成7）年4月10日初版,1995（平成7）年4月10日初版
160,海野 十三,1226,西湖の屍人,新字新仮名,,浦山聖子,土屋隆,公開,2007-11-01,海野十三全集　第1巻　遺言状放送,三一書房,1990（平成2）年10月15日第1版第1刷,1990（平成2）年10月15日第1版第1刷
154,田中 貢太郎,42326,人面瘡物語,新字新仮名,,Hiroshi_O,大野裕,公開,2012-11-17,日本怪談全集　Ⅱ,桃源社,1975（昭和50）年7月25日2刷,1970（昭和45）年8月10日
1485,沈 約,51154,宋書倭国伝,その他,,田中哲郎,しだひろし,公開,2010-12-27,魏志倭人伝,岩波文庫、岩波書店,1983（昭和58）年9月10日第42刷,1976（昭和51）年5月10日第33刷
160,海野 十三,879,透明猫,新字新仮名,,海美,もりみつじゅんじ,公開,2000-01-22,海野十三全集　第13巻　少年探偵長,三一書房,,
1562,吉川 英治,56065,死んだ千鳥,新字新仮名,,川山隆,門田裕志,公開,2014-03-07,吉川英治全集・43　新・水滸傳（二）,講談社,1967（昭和42）年6月20日第1刷,1967（昭和42）年6月20日第1刷
1429,石原 純,58008,ガリレオ・ガリレイ,新字新仮名,,高瀬竜一,sogo,公開,2019-02-15,偉い科學者,實業之日本社,1942（昭和17）年10月10日,1942（昭和17）年10月10日
726,長谷川 時雨,45943,八歳の時の憤激,旧字旧仮名,,門田裕志,野口英司,公開,2010-03-30,舞臺　岡本綺堂追悼號,舞臺社,1939（昭和14）年5月1日,1939（昭和14）年5月1日　
154,田中 貢太郎,47990,青い紐,新字旧仮名,,川山隆,門田裕志,公開,2009-09-10,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
1670,野村 胡堂,56322,平次と生きた二十七年,新字新仮名,,特定非営利活動法人はるかぜ,noriko saito,公開,2016-04-14,銭形平次捕物控（七）平次女難,嶋中文庫、嶋中書店,2004（平成16）年11月20日第1刷,2004（平成16）年11月20日第1刷
1670,野村 胡堂,54633,銭形平次捕物控 028 歎きの菩薩,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-05-14,錢形平次捕物全集第十卷　八五郎の恋,同光社磯部書房,1953（昭和28）年8月10日,1953（昭和28）年8月10日
183,牧野 信一,45424,蔭ひなた,新字旧仮名,,宮元淳一,門田裕志,公開,2010-06-10,牧野信一全集第二巻,筑摩書房,2002（平成14）年3月24日初版第1刷,2002（平成14）年3月24日初版第1刷
933,折口 信夫,46326,組踊り以前,新字旧仮名,,門田裕志,仙酔ゑびす,公開,2007-05-06,折口信夫全集　3,中央公論社,1995（平成7）年4月10日初版,1995（平成7）年4月10日初版
997,北条 民雄,46900,井の中の正月の感想,新字旧仮名,,Nana ohbe,伊藤時也,公開,2010-10-22,定本　北條民雄全集　下巻,東京創元社,1980（昭和55）年12月20日初版,1980（昭和55）年12月20日初版
1763,佐藤 春夫,59942,探偵小説小論,新字旧仮名,,よしの,希色,公開,2020-05-06,定本　佐藤春夫全集　第19巻,臨川書店,1998（平成10）年7月10日初版,1998（平成10）年7月10日初版
1393,キャロル ルイス,54926,えほんのアリス,新字新仮名,大久保 ゆう,大久保ゆう,,公開,2012-04-17,,,,
1037,原 勝郎,24387,鞦韆考,旧字旧仮名,,はまなかひとし,湯地光弘,公開,2004-06-05,日本中世史の研究,同文館,1929（昭和4）年11月20日初版,1929（昭和4）年11月20日初版
1670,野村 胡堂,55683,銭形平次捕物控 157 娘の役目,旧字旧仮名,,特定非営利活動法人はるかぜ,門田裕志,公開,2014-02-25,錢形平次捕物全集第十六卷　笑ひ茸,同光社磯部書房,1953（昭和28）年9月28日,1953（昭和28）年9月28日
933,折口 信夫,42296,『かげろふの日記』解説,新字旧仮名,,門田裕志,多羅尾伴内,公開,2004-03-22,折口信夫全集　32,中央公論社,1998（平成10）年1月20日初版,
1373,木暮 理太郎,55992,美ヶ原,新字新仮名,,栗原晶子,雪森,公開,2014-06-18,山の憶い出　上,平凡社ライブラリー、平凡社,1999（平成11）年6月15日初版第1刷,1999（平成11）年6月15日初版第1刷
35,太宰 治,42367,弱者の糧,新字新仮名,,蒋龍,今井忠夫,公開,2004-07-14,もの思う葦,新潮文庫、新潮社,1998（平成10）年10月15日39刷,1980（昭和55）年11月15日3刷
1344,喜田 貞吉,49813,長吏名称考,新字新仮名,,川山隆,門田裕志,公開,2011-08-05,先住民と差別　喜田貞吉歴史民俗学傑作選,河出書房新社,2008（平成20）年1月30日初版,2008（平成20）年1月30日初版
82,岡本 綺堂,48021,平家蟹,新字新仮名,,川山隆,門田裕志,公開,2009-01-15,伝奇ノ匣2　岡本綺堂妖術伝奇集,学研Ｍ文庫、学習研究社,2002（平成14）年3月29日初版,2002（平成14）年3月29日初版
997,北条 民雄,46896,白痴,新字旧仮名,,Nana ohbe,富田晶子,公開,2017-01-27,定本　北條民雄全集　上巻,東京創元社,1980（昭和55）年10月20日初版,1990（平成2）年8月30日4版
1569,中谷 宇吉郎,57307,大雪山二題,新字新仮名,,kompass,砂場清隆,公開,2017-03-10,中谷宇吉郎集　第五巻,岩波書店,2001（平成13）年2月5日第1刷,2001（平成13）年2月5日第1刷
989,三遊亭 円朝,50084,牛車,新字旧仮名,,門田裕志,noriko saito,公開,2009-08-14,明治の文学　第3巻　三遊亭円朝,筑摩書房,2001（平成13）年8月25日初版第1刷,2001（平成13）年8月25日初版第1刷
1308,徳永 直,49297,麦の芽,新字新仮名,,門田裕志,仙酔ゑびす,公開,2009-01-05,徳永直文学選集,熊本出版文化会館,2008（平成20）年5月15日初版,2008（平成20）年5月15日初版
1154,岸田 国士,44824,一言（「道遠からん」について）,新字旧仮名,,門田裕志,Juki,公開,2011-10-29,岸田國士全集28,岩波書店,1992（平成4）年6月17日,1992（平成4）年6月17日
1066,ビアス アンブローズ,57401,羊飼いハイタ,新字新仮名,The Creative CAT ,The Creative CAT,,公開,2015-12-25,,,,
42,寺田 寅彦,61019,無線電信の近状,新字新仮名,,砂場清隆,木下聡,公開,2022-01-13,寺田寅彦全集　第十二巻,岩波書店,1997（平成9）年11月21日,1997（平成9）年11月21日
311,宮本 百合子,3118,ものわかりよさ,新字新仮名,,柴田卓治,米田進,公開,2003-07-18,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,
1341,永井 荷風,49664,向嶋,新字新仮名,,門田裕志,阿部哲也,公開,2010-07-06,荷風随筆集（上）,岩波文庫、岩波書店,2006（平成18）年11月6日第27刷,1993（平成5）年7月5日第13刷
281,戸坂 潤,3597,現代哲学講話,新字新仮名,,矢野正人,Juki,公開,2011-01-30,戸坂潤全集　第三巻,勁草書房,1972（昭和47）年12月20日第6刷,1970（昭和45）年9月20日第5刷
1714,平野 零児,56178,寡作流行作家,新字新仮名,,坂本真一,持田和踏,公開,2023-08-26,平野零児随想集　らいちゃん,平野零児遺稿刊行会,1962（昭和37）年11月1日,1962（昭和37）年11月1日
1156,ルナール ジュール,50723,ぶどう畑のぶどう作り,新字新仮名,岸田 国士,門田裕志,岡村和彦,公開,2019-02-22,ぶどう畑のぶどう作り,岩波文庫、岩波書店,2009（平成21）年7月16日第20刷,2009（平成21）年7月16日第20刷
258,小泉 八雲,52334,博多にて,新字新仮名,林田 清明,林田清明,富田倫生,公開,2010-12-02,,,,
50,泉 鏡花,48396,菊あわせ,新字新仮名,,門田裕志,坂本真一,公開,2015-11-10,文豪怪談傑作選　泉鏡花集　黒壁,ちくま文庫、筑摩書房,2006（平成18）年10月10日第1刷,2006（平成18）年10月10日第1刷
311,宮本 百合子,3699,思い出すこと,新字新仮名,,柴田卓治,磐余彦,公開,2003-11-06,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,
1562,吉川 英治,55098,俗即菩提,新字新仮名,,門田裕志,川山隆,公開,2013-06-06,日本の名随筆　別巻80　競馬,作品社,1997（平成9）年10月25日第1刷,　
255,国枝 史郎,47434,物凄き人喰い花の怪,新字新仮名,,門田裕志,湖山ルル,公開,2014-04-15,国枝史郎探偵小説全集　全一巻,作品社,2005（平成17）年9月15日第1刷,2005（平成17）年9月15日第1刷 
1562,吉川 英治,56495,梅颸の杖,新字新仮名,,川山隆,門田裕志,公開,2014-04-09,吉川英治全集・44　醤油仏（短編集一）,講談社,1970（昭和45）年4月20日第1刷,1970（昭和45）年4月20日第1刷
35,太宰 治,1589,悶悶日記,新字新仮名,,土屋隆,noriko saito,公開,2005-04-23,太宰治全集10,ちくま文庫、筑摩書房,1989（平成元）年6月27日第1刷,1996（平成8）年7月15日第3刷
311,宮本 百合子,16003,同じ娘でも,新字新仮名,,柴田卓治,土屋隆,公開,2008-03-27,宮本百合子全集　第三十巻,新日本出版社,1986（昭和61）年3月20日初版,1986（昭和61）年3月20日初版
879,芥川 竜之介,1129,霜夜,新字旧仮名,,もりみつじゅんじ,松永正敏,公開,2002-10-05,芥川龍之介全集　第十巻,岩波書店,1996（平成8）年8月8日発行,
221,平林 初之輔,48119,『心理試験』を読む,新字新仮名,,川山隆,門田裕志,公開,2011-01-28,平林初之輔探偵小説選Ⅱ〔論創ミステリ叢書2〕,論創社,2003（平成15）年11月10日初版第1刷,2003（平成15）年11月10日初版第1刷
577,佐藤 惣之助,48568,季節の馬車,旧字旧仮名,,川山隆,土屋隆,公開,2008-11-15,日本現代文學全集　54　千家元麿・山村暮鳥・佐藤惣之助・福士幸次郎・堀口大學集,講談社,1980（昭和55）年5月26日増補改訂版第1刷,1966（昭和41）年8月19日
94,ポー エドガー・アラン,56535,群集の人,新字新仮名,佐々木 直次郎,江村秀之,まつもこ,公開,2020-01-19,アッシャア家の崩壊,角川文庫、角川書店,1974（昭和49）年4月30日改版13版,1976（昭和51）年6月30日改版16版
311,宮本 百合子,3703,深く静に各自の路を見出せ,新字新仮名,,柴田卓治,磐余彦,公開,2003-11-06,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,
42,寺田 寅彦,1697,軽井沢,新字新仮名,,もりみつじゅんじ,多羅尾伴内,公開,2003-05-21,日本随筆紀行　第一一巻　長野　雲白く山なみ遙か,作品社,1986（昭和61）年7月10日第1刷,
1251,ゴールドマン エマ,46563,死んだ魂,新字旧仮名,伊藤 野枝,門田裕志,Juki,公開,2009-07-07,定本　伊藤野枝全集　第四巻　翻訳,學藝書林,2000（平成12）年12月15日初版,2000（平成12）年12月15日初版
